sat,fel,SNU,avg_d_mbps,edad,remoto,ingresos,estudios,capital
3,15,1,7.9492188,27,1,2,13,1
4,10,1,7.9492188,22,0,6,14,1
2,9,1,7.9492188,34,0,4,5,1
4,12,1,7.9492188,68,1,3,10,1
4,14,1,7.9492188,30,1,3,10,1
4,11,1,7.9492188,56,0,1,1,1
2,11,1,7.9492188,69,1,1,10,1
2,6,0,15.350586,70,1,1,7,1
3,12,1,15.350586,33,0,5,13,1
3,8,1,15.350586,71,0,1,8,1
4,12,1,15.350586,41,1,2,12,1
4,15,1,15.350586,42,0,3,10,1
4,12,1,15.350586,50,0,2,10,1
4,9,0,15.350586,77,0,1,10,1
4,13,1,15.350586,32,0,2,10,1
4,13,1,15.350586,37,0,3,10,1
4,14,1,15.350586,20,1,6,13,1
3,10,1,15.350586,25,1,4,15,1
3,10,1,15.350586,57,0,1,6,1
4,16,1,15.350586,19,1,3,10,1
3,12,1,15.350586,40,0,2,10,1
3,11,0,15.350586,62,0,1,1,1
4,13,1,15.350586,56,0,3,10,1
2,8,0,15.350586,81,0,1,4,1
4,14,1,15.350586,23,0,1,8,1
4,15,1,15.350586,34,1,2,10,1
4,15,1,15.350586,40,0,1,10,1
3,13,1,15.350586,24,0,1,13,1
2,11,0,15.350586,43,0,1,7,1
4,10,1,15.350586,29,1,1,10,1
4,14,1,15.350586,26,1,1,10,1
3,12,1,15.350586,46,1,1,14,1
3,11,1,15.350586,31,0,3,11,1
2,11,1,15.350586,59,1,1,10,1
2,10,1,15.350586,21,1,2,15,1
3,12,0,15.350586,36,0,3,10,1
3,15,1,15.350586,56,0,5,13,1
4,15,1,15.350586,64,0,8,7,1
4,12,1,15.350586,36,1,3,10,1
2,12,1,15.350586,60,1,1,4,1
3,12,1,15.350586,26,0,3,13,1
3,11,0,15.350586,54,0,2,13,1
2,8,0,15.350586,70,0,1,12,1
2,9,1,15.350586,56,0,6,15,1
3,10,0,15.350586,60,1,9,10,1
4,13,1,16.316406,35,1,3,10,1
3,12,1,16.316406,22,1,3,15,1
2,10,1,16.316406,35,1,2,15,1
4,13,1,16.316406,36,0,2,13,1
3,10,0,16.316406,67,1,3,7,1
4,13,1,16.316406,41,1,1,13,1
3,15,1,16.316406,39,0,5,15,1
3,13,1,16.316406,20,0,1,14,1
3,10,1,16.316406,35,1,4,13,1
4,13,1,16.316406,40,0,5,13,1
3,13,1,16.316406,19,0,2,14,1
3,13,1,16.316406,49,1,10,15,1
4,12,1,16.316406,42,0,2,13,1
4,12,1,16.316406,43,0,3,12,1
4,11,1,16.316406,29,0,4,14,1
4,13,1,16.316406,33,0,4,6,1
3,13,1,16.316406,26,0,2,14,1
2,11,1,16.316406,58,0,2,10,1
3,10,1,16.316406,57,0,3,10,1
3,10,1,16.316406,23,0,7,13,1
4,8,1,16.316406,26,0,4,12,1
4,11,1,16.316406,27,1,9,14,1
4,16,1,16.316406,55,1,2,1,1
4,11,0,16.316406,55,0,1,13,1
3,13,0,16.316406,65,1,1,13,1
3,14,1,16.316406,18,0,2,13,1
4,13,1,16.316406,18,1,2,13,1
4,9,1,16.316406,50,0,2,13,1
4,9,1,16.316406,28,0,7,13,1
4,13,1,16.316406,45,1,1,13,1
3,11,1,16.316406,26,0,5,13,1
3,11,1,16.316406,66,1,1,15,1
4,13,1,16.316406,18,0,1,13,1
4,14,1,16.316406,41,1,2,9,1
4,16,1,16.316406,30,0,3,13,1
4,13,1,16.316406,44,1,4,14,1
3,14,1,16.316406,25,0,1,10,1
3,11,0,16.316406,48,0,2,12,1
2,7,1,16.316406,61,0,1,1,1
1,7,0,16.316406,77,0,1,3,1
4,13,1,16.316406,28,1,2,13,1
4,11,1,16.316406,78,1,2,5,1
4,15,1,16.316406,19,0,2,13,1
4,11,1,16.316406,26,0,1,13,1
4,13,1,16.316406,47,1,8,14,1
4,14,1,16.316406,26,1,1,13,1
2,11,0,28.821289,59,1,1,8,0
3,15,0,28.821289,73,0,4,1,0
3,13,1,28.821289,46,0,5,7,0
4,13,1,28.821289,40,0,1,1,0
4,13,1,28.821289,21,1,3,10,0
3,8,1,28.821289,31,1,1,4,0
4,13,1,28.821289,23,0,1,10,0
3,8,1,28.821289,25,0,1,5,0
3,13,1,28.821289,29,0,2,10,0
3,14,0,10.631836,40,1,2,1,1
2,6,1,10.631836,65,0,1,1,1
1,10,0,10.631836,32,1,1,1,1
3,8,1,10.631836,22,0,1,1,1
4,14,1,10.631836,19,0,3,1,1
4,14,1,10.631836,38,0,2,1,1
3,9,0,10.631836,66,1,1,1,1
3,14,0,10.631836,38,0,2,1,1
4,9,0,10.631836,70,0,1,1,1
3,12,0,10.631836,30,0,3,1,1
3,9,0,10.631836,61,0,1,1,1
4,12,1,10.631836,38,1,1,12,1
4,13,1,10.631836,37,0,1,1,1
2,11,1,10.631836,32,0,2,1,1
4,14,1,10.631836,21,0,1,1,1
4,14,0,10.631836,69,0,3,1,1
4,13,1,10.631836,62,0,1,3,1
4,13,1,4.5771484,25,1,3,8,0
4,14,1,4.5771484,60,0,1,1,0
3,14,1,4.5771484,61,1,6,10,0
3,9,0,4.5771484,40,0,1,7,0
3,12,1,4.5771484,18,0,2,13,0
4,10,1,4.5771484,29,0,1,10,0
4,11,0,4.5771484,65,0,1,4,0
2,9,1,4.5771484,47,0,4,10,0
2,13,1,4.5771484,29,0,1,4,0
2,13,0,4.5771484,46,0,1,1,0
2,6,0,1.8945313,60,0,1,1,0
4,10,0,1.8945313,25,0,1,7,0
3,7,0,1.8945313,25,0,1,5,0
4,11,0,1.8945313,85,0,1,3,0
3,11,1,1.8945313,34,0,1,7,0
4,8,0,1.8945313,30,1,10,7,0
3,12,0,1.8945313,60,0,1,2,0
2,9,1,1.8945313,21,1,1,10,0
4,12,0,1.8945313,60,0,1,1,0
4,11,1,1.8945313,25,1,9,10,0
4,16,0,28.821289,61,0,1,7,0
2,10,1,28.821289,63,0,2,7,0
4,12,1,28.821289,52,0,2,5,0
4,14,1,28.821289,26,0,2,13,0
3,16,1,28.821289,42,0,1,10,0
4,12,1,28.821289,22,1,2,13,0
4,12,1,28.821289,26,0,3,13,0
4,11,1,28.821289,23,0,5,13,0
4,11,1,28.821289,40,1,2,13,0
1,5,1,4.6523438,37,1,2,15,0
4,15,1,4.6523438,38,1,1,6,0
4,12,1,4.6523438,47,1,6,15,0
4,16,1,4.6523438,22,1,1,12,0
3,6,1,4.6523438,77,0,1,5,0
2,11,1,4.6523438,46,1,3,10,0
4,13,1,4.6523438,35,1,4,15,0
3,11,0,4.6523438,69,0,1,1,0
4,15,1,4.6523438,29,1,7,15,0
3,10,1,4.6523438,18,0,4,13,0
4,11,1,4.6523438,67,0,1,7,0
2,11,1,4.6523438,65,0,2,13,0
4,12,1,4.6523438,18,0,2,8,0
4,11,1,4.6523438,35,0,2,13,0
4,14,1,4.6523438,18,0,2,13,0
4,14,1,4.6523438,37,0,4,14,0
3,12,1,4.6523438,19,1,3,14,0
2,10,1,4.6523438,47,0,2,13,0
3,12,1,17.717773,29,0,1,10,0
3,9,1,17.717773,23,1,1,1,0
4,13,1,17.717773,24,0,1,4,0
4,14,0,17.717773,61,0,2,1,0
4,12,1,17.717773,79,0,8,7,0
2,12,1,17.717773,30,0,1,13,0
4,8,1,17.717773,53,0,1,5,0
4,13,1,17.717773,30,1,1,9,0
4,10,1,17.717773,51,1,2,10,0
4,15,1,16.56543,23,0,1,10,1
2,10,1,16.56543,40,0,1,3,1
4,15,1,16.56543,46,0,1,13,1
3,10,1,16.56543,39,1,5,15,1
3,12,1,16.56543,83,1,4,14,1
3,13,1,16.56543,24,0,1,8,1
4,13,0,16.56543,84,1,1,15,1
3,12,1,16.56543,64,1,1,13,1
3,13,1,16.56543,59,1,10,13,1
4,12,1,16.56543,42,0,1,13,1
3,7,1,16.56543,41,1,9,15,1
4,11,1,16.56543,70,1,1,10,1
4,10,1,16.56543,30,1,1,9,1
3,12,0,16.56543,65,0,1,1,1
3,5,0,16.56543,71,0,1,3,1
2,10,1,16.56543,30,0,2,9,1
3,13,0,16.56543,30,0,1,8,1
4,14,1,16.56543,50,1,1,1,1
4,12,1,16.56543,56,0,1,7,1
3,9,1,16.56543,19,0,3,14,1
3,12,1,16.56543,68,0,2,13,1
4,8,1,16.56543,47,0,1,5,1
3,14,1,16.56543,25,0,2,13,1
3,13,1,16.56543,26,0,1,1,1
4,15,1,16.56543,18,0,4,13,1
4,10,1,16.56543,23,1,1,13,1
4,15,1,16.56543,21,0,1,13,1
4,15,1,16.56543,63,0,10,7,1
4,14,1,16.56543,40,0,1,10,1
3,12,1,16.56543,29,0,2,9,1
4,10,1,16.56543,40,0,1,15,1
4,9,1,16.56543,37,1,2,13,1
4,10,1,16.56543,20,0,1,14,1
3,12,1,16.56543,18,0,1,6,1
4,11,1,16.56543,38,1,8,15,1
3,14,1,16.56543,47,1,10,15,1
4,12,1,16.56543,36,1,5,15,1
3,12,1,16.56543,18,0,1,9,1
3,13,1,16.56543,53,1,7,15,1
4,12,1,16.56543,25,1,2,15,1
4,11,1,16.56543,46,0,1,13,1
3,10,1,16.56543,64,0,1,10,1
4,12,1,16.56543,26,1,9,14,1
2,8,1,16.56543,47,1,10,15,1
3,13,1,16.56543,27,0,1,7,1
3,12,1,16.56543,23,0,2,11,1
4,11,1,2.3544922,43,0,1,4,0
3,9,1,2.3544922,33,0,1,13,0
4,11,1,2.3544922,18,0,1,10,0
4,9,1,2.3544922,21,0,1,9,0
4,11,0,2.3544922,48,1,1,4,0
4,15,1,2.3544922,32,0,2,9,0
4,9,0,2.3544922,63,0,3,5,0
3,14,1,4.7519531,51,1,2,13,0
2,8,1,4.7519531,23,0,5,14,0
2,8,1,4.7519531,44,0,1,5,0
4,11,1,4.7519531,48,0,1,5,0
3,12,1,4.7519531,24,1,3,15,0
4,10,1,4.7519531,49,0,1,10,0
2,12,0,4.7519531,70,1,10,7,0
4,15,1,4.7519531,32,1,4,13,0
4,11,1,4.7519531,48,1,2,13,0
4,13,1,4.7519531,29,0,4,13,0
3,10,1,8.3095703,34,0,1,8,0
2,10,1,8.3095703,25,0,1,13,0
4,12,1,8.3095703,26,0,1,13,0
4,13,1,8.3095703,50,0,1,3,0
4,14,1,8.3095703,30,1,1,13,0
4,13,1,8.3095703,45,0,2,3,0
3,13,1,8.3095703,30,0,2,13,0
3,14,1,8.3095703,61,1,1,10,0
3,12,1,3.2021484,25,0,3,10,0
4,14,1,3.2021484,36,0,4,12,0
4,11,1,3.2021484,41,0,2,10,0
4,14,1,3.2021484,41,0,2,12,0
4,12,1,3.2021484,20,1,5,15,0
4,11,1,3.2021484,20,0,1,13,0
3,13,1,3.2021484,30,0,1,10,0
3,9,1,3.2021484,26,1,1,10,0
3,13,1,4.9443359,22,1,9,14,0
2,10,1,4.9443359,54,1,1,1,0
2,12,1,4.9443359,58,0,5,10,0
3,14,1,4.9443359,27,0,3,13,0
4,15,1,4.9443359,47,0,1,13,0
4,15,1,4.9443359,30,0,3,15,0
3,10,1,4.9443359,31,1,9,14,0
4,13,1,4.9443359,76,0,10,13,0
2,10,1,4.9443359,21,0,7,13,0
2,5,1,4.9443359,41,1,9,15,0
3,13,0,3.3271484,89,1,3,1,0
4,10,1,3.3271484,38,0,1,10,0
2,8,0,3.3271484,60,0,1,1,0
4,15,1,3.3271484,34,1,4,10,0
4,11,0,3.3271484,60,1,1,1,0
3,11,1,3.3271484,39,0,3,3,0
4,12,1,3.3271484,28,1,2,10,0
3,14,0,3.3271484,39,1,1,10,0
3,11,0,3.3271484,78,0,1,1,0
4,14,0,14.083008,59,0,2,12,0
4,14,1,14.083008,62,0,2,7,0
3,10,1,14.083008,27,0,3,12,0
4,13,1,14.083008,40,0,3,12,0
3,10,1,14.083008,20,1,6,14,0
4,12,1,14.083008,39,0,4,15,0
3,15,1,14.083008,28,0,2,13,0
4,12,1,14.083008,26,0,1,13,0
4,16,1,14.083008,25,0,1,7,0
4,13,1,8.9003906,22,0,6,13,0
2,8,1,8.9003906,19,0,1,10,0
3,16,1,8.9003906,27,0,3,13,0
2,9,1,8.9003906,59,1,8,15,0
3,10,1,8.9003906,19,0,3,13,0
4,13,1,8.9003906,25,1,1,13,0
2,15,1,8.9003906,23,0,8,13,0
4,11,1,8.9003906,38,0,2,7,0
4,14,0,17.046875,67,1,1,1,0
3,11,1,17.046875,19,0,1,1,0
2,12,0,17.046875,57,0,1,10,0
3,10,1,17.046875,21,0,1,10,0
3,14,1,17.046875,55,0,4,10,0
3,5,1,17.046875,30,1,1,10,0
3,10,1,17.046875,22,1,2,9,0
4,14,1,17.046875,31,1,7,10,0
4,10,1,4.5478516,18,0,4,10,0
3,16,1,4.5478516,37,0,5,10,0
4,12,1,4.5478516,49,0,2,8,0
4,7,0,4.5478516,60,0,1,1,0
3,12,1,4.5478516,20,0,4,10,0
4,14,1,4.5478516,26,0,1,10,0
4,13,1,4.5478516,45,1,7,10,0
4,15,1,4.5478516,28,0,1,10,0
4,9,1,2.2861328,61,1,3,10,0
4,16,1,2.2861328,23,0,1,12,0
4,13,1,2.2861328,26,0,1,10,0
4,14,0,2.2861328,49,0,1,1,0
3,9,1,2.2861328,38,0,1,7,0
4,13,1,2.2861328,26,1,1,13,0
2,7,1,2.2861328,42,0,5,8,0
4,16,1,2.2861328,23,0,1,10,0
3,12,1,2.2861328,28,0,2,13,0
4,12,1,4.0888672,64,0,1,5,0
3,12,1,4.0888672,21,0,3,10,0
3,9,0,4.0888672,58,0,1,5,0
4,13,1,4.0888672,22,0,1,10,0
4,12,1,4.0888672,26,0,1,5,0
4,14,1,4.0888672,42,1,2,10,0
4,13,1,4.0888672,31,0,2,8,0
2,13,0,4.0888672,38,0,1,1,0
4,13,1,4.0888672,46,1,3,10,0
2,10,1,2.8457031,65,0,4,7,0
3,8,0,2.8457031,65,0,1,7,0
4,12,1,2.8457031,18,0,2,7,0
4,12,1,2.8457031,26,0,4,7,0
2,10,1,2.8457031,62,0,1,5,0
1,9,0,2.8457031,58,1,1,1,0
2,11,0,2.8457031,56,0,1,7,0
4,14,0,2.8457031,60,0,1,7,0
3,7,1,2.8457031,66,0,2,7,0
2,14,1,2.8457031,22,0,1,7,0
3,6,1,2.8457031,22,1,1,10,0
3,14,1,2.8457031,56,1,2,7,0
2,8,0,2.8457031,40,0,1,1,0
3,9,1,2.8457031,22,0,1,10,0
4,10,1,2.8457031,40,0,4,7,0
4,12,1,2.8457031,21,1,1,5,0
4,13,1,2.8457031,19,0,1,10,0
2,10,0,2.8457031,77,1,1,4,0
4,14,1,20.634766,21,0,1,9,0
4,10,1,20.634766,51,0,2,13,0
4,12,1,20.634766,66,0,1,5,0
3,12,0,20.634766,59,0,1,7,0
4,10,0,20.634766,67,0,1,5,0
4,11,0,20.634766,67,0,1,13,0
4,12,1,20.634766,30,0,2,13,0
4,12,1,20.634766,60,0,1,7,0
4,14,0,20.634766,53,1,1,12,0
4,14,1,20.634766,36,0,1,16,0
2,7,1,6.2626953,41,0,1,9,0
4,14,1,6.2626953,32,1,6,17,0
4,15,1,6.2626953,25,0,3,15,0
4,11,0,6.2626953,83,1,1,7,0
3,10,1,6.2626953,46,0,1,12,0
4,12,1,6.2626953,29,0,1,7,0
2,9,1,6.2626953,43,1,1,10,0
4,14,1,6.2626953,55,0,3,11,0
4,14,1,6.2626953,53,0,1,10,0
4,11,1,6.2626953,43,1,7,13,0
4,10,1,30.495117,53,1,10,15,0
3,10,1,30.495117,42,0,4,10,0
3,13,1,30.495117,55,1,8,14,0
4,11,1,30.495117,78,0,5,10,0
4,11,1,30.495117,83,1,8,17,0
4,8,1,30.495117,27,1,7,15,0
3,14,1,30.495117,87,1,4,4,0
4,11,1,30.495117,51,1,1,14,0
2,9,1,30.495117,57,0,2,15,0
3,6,1,37.061523,69,0,1,10,0
4,11,1,37.061523,20,0,6,12,0
4,15,0,37.061523,62,0,1,7,0
3,14,1,37.061523,38,0,2,10,0
3,9,1,37.061523,37,0,1,7,0
4,12,1,37.061523,18,1,9,12,0
4,10,0,37.061523,72,0,1,9,0
2,13,1,37.061523,58,0,2,7,0
4,12,1,37.061523,23,1,1,11,0
4,14,1,10.3125,43,0,1,9,0
3,10,1,10.3125,43,0,2,7,0
3,10,1,10.3125,41,1,1,10,0
2,8,1,10.3125,70,1,1,7,0
4,13,1,10.3125,23,1,1,5,0
3,10,1,10.3125,72,1,4,7,0
3,12,1,10.3125,32,0,1,17,0
3,10,1,10.3125,27,0,1,12,0
3,7,1,10.3125,28,1,1,10,0
2,8,1,10.3125,59,0,1,7,0
4,13,1,28.821289,20,0,3,13,0
3,13,1,28.821289,31,0,3,9,0
4,10,1,28.821289,38,0,4,8,0
3,11,1,28.821289,22,0,1,9,0
1,5,1,28.821289,46,1,1,7,0
4,12,1,28.821289,58,0,1,7,0
3,11,0,28.821289,64,0,1,6,0
2,10,1,28.821289,21,0,1,7,0
3,11,1,28.821289,68,0,1,5,0
2,4,1,28.821289,60,0,2,11,0
3,10,1,28.821289,29,0,2,7,0
3,9,1,28.821289,51,0,1,4,0
3,14,1,28.821289,65,0,1,5,0
3,12,1,28.821289,24,0,4,11,0
4,13,1,28.821289,32,0,1,9,0
1,8,0,28.821289,77,0,5,11,0
3,10,0,28.821289,30,0,1,9,0
3,14,1,28.821289,20,0,7,7,0
2,7,1,25.06543,51,0,1,10,0
4,13,1,25.06543,64,0,3,7,0
4,11,1,25.06543,29,1,1,12,0
1,6,1,25.06543,50,0,1,7,0
2,10,1,25.06543,63,0,6,4,0
4,14,1,25.06543,44,0,3,7,0
3,11,1,25.06543,46,0,1,6,0
2,10,1,25.06543,62,1,1,10,0
4,12,1,25.06543,46,0,2,16,0
4,12,1,41.262695,63,0,3,10,0
4,13,1,41.262695,19,1,4,13,0
1,7,1,41.262695,49,1,1,7,0
4,16,1,41.262695,27,0,3,12,0
4,15,1,41.262695,49,0,7,9,0
3,5,1,41.262695,63,1,3,12,0
3,11,1,41.262695,26,0,3,11,0
4,13,1,41.262695,38,0,1,7,0
3,13,1,41.262695,32,1,1,7,0
3,13,1,41.262695,66,1,4,11,0
3,9,1,5.6474609,32,1,1,12,0
4,9,1,5.6474609,37,1,9,17,0
2,7,0,5.6474609,84,0,1,7,0
2,5,1,5.6474609,37,1,5,1,0
1,10,1,5.6474609,38,1,3,9,0
1,7,1,5.6474609,44,0,4,10,0
1,7,0,5.6474609,55,0,1,7,0
2,11,1,5.6474609,59,0,7,8,0
1,10,1,5.6474609,53,1,1,16,0
3,10,1,5.6474609,28,0,2,13,0
2,11,1,44.439453,65,1,3,7,0
2,9,1,44.439453,50,0,1,7,0
4,13,1,44.439453,83,1,6,17,0
2,8,1,44.439453,42,0,1,8,0
2,11,1,44.439453,52,1,1,9,0
3,13,1,44.439453,23,0,4,13,0
2,7,1,44.439453,22,0,3,6,0
3,9,1,44.439453,51,0,3,7,0
4,14,1,44.439453,40,1,10,17,0
3,13,1,44.439453,20,0,8,11,0
3,7,0,44.439453,70,1,1,11,0
3,14,1,44.439453,30,0,1,16,0
2,7,1,44.439453,21,1,4,13,0
2,11,1,44.439453,46,1,1,12,0
3,16,1,44.439453,23,0,2,12,0
3,13,1,44.439453,62,1,1,12,0
3,10,1,44.439453,39,0,5,14,0
3,11,1,44.439453,28,0,1,7,0
2,8,1,44.439453,21,0,4,16,0
3,8,1,44.439453,23,0,4,12,0
3,7,0,44.439453,64,0,1,7,0
3,10,1,44.439453,29,1,3,13,0
2,6,1,44.439453,43,1,3,16,0
3,10,1,44.439453,28,0,5,13,0
3,9,1,47.173828,63,0,4,7,0
3,12,1,47.173828,61,0,1,7,0
3,10,1,47.173828,26,1,1,9,0
4,9,1,47.173828,33,0,1,13,0
3,10,1,47.173828,19,0,2,9,0
4,12,0,47.173828,51,0,1,7,0
4,14,1,47.173828,20,0,1,14,0
2,10,1,47.173828,49,0,1,7,0
1,7,0,47.173828,44,0,1,7,0
4,13,1,47.173828,42,0,2,11,0
3,12,1,.87207031,41,0,7,11,0
3,11,1,.87207031,62,0,1,12,0
3,8,1,.87207031,18,1,5,8,0
4,16,1,.87207031,31,0,2,12,0
3,13,1,.87207031,28,1,1,16,0
4,10,1,.87207031,32,0,1,6,0
3,10,1,.87207031,47,1,2,15,0
3,12,1,.87207031,23,0,2,16,0
3,11,1,.87207031,76,1,8,17,0
3,7,1,.87207031,23,0,1,7,0
4,15,1,.87207031,29,0,1,8,0
3,12,1,.87207031,48,1,4,1,0
2,10,1,.87207031,29,0,5,16,0
4,13,1,.87207031,75,0,3,12,0
2,12,1,.87207031,43,0,1,17,0
3,11,1,.87207031,41,1,6,17,0
4,11,1,.87207031,53,1,1,14,0
3,11,1,.87207031,59,0,5,16,0
4,7,1,14.170898,68,0,2,7,0
2,4,1,14.170898,65,0,4,11,0
3,11,1,14.170898,22,0,2,9,0
3,10,1,14.170898,30,0,2,16,0
4,13,0,14.170898,73,0,1,5,0
2,8,1,14.170898,27,0,1,10,0
3,11,0,14.170898,69,0,1,12,0
4,12,0,14.170898,71,0,1,4,0
4,12,1,14.170898,60,0,1,7,0
3,12,1,14.170898,78,1,1,7,0
3,9,1,28.936523,40,1,8,17,0
1,4,1,28.936523,45,0,1,7,0
3,10,1,28.936523,50,1,1,8,0
3,9,0,28.936523,71,0,1,7,0
3,11,1,28.936523,51,1,9,13,0
3,11,1,28.936523,36,0,6,10,0
3,8,1,28.936523,35,0,5,10,0
4,12,0,28.936523,84,0,1,7,0
3,9,1,83.863281,22,0,7,10,0
4,13,1,83.863281,55,0,1,7,0
3,12,1,83.863281,32,1,1,11,0
3,9,1,83.863281,36,0,1,10,0
2,10,1,83.863281,31,0,1,9,0
4,13,1,83.863281,52,0,4,7,0
2,9,1,83.863281,20,1,1,7,0
4,7,0,83.863281,61,1,1,13,0
2,12,1,83.863281,36,0,1,10,0
3,14,1,83.863281,50,0,2,14,0
2,5,1,28.821289,46,0,6,9,0
2,9,1,28.821289,48,0,1,7,0
4,9,1,28.821289,21,0,1,10,0
3,11,1,28.821289,67,0,1,9,0
4,13,1,28.821289,31,0,1,10,0
3,12,1,28.821289,60,1,1,13,0
3,4,1,28.821289,52,0,6,7,0
3,12,1,28.821289,49,1,2,10,0
3,10,1,3.1845703,62,0,1,10,0
3,14,1,3.1845703,61,1,1,13,0
3,11,1,3.1845703,35,0,4,13,0
3,11,0,3.1845703,52,0,1,7,0
3,12,1,3.1845703,27,1,2,14,0
3,10,0,3.1845703,47,0,1,13,0
2,10,1,3.1845703,71,1,1,10,0
3,13,1,3.1845703,34,0,2,10,0
3,7,0,3.1845703,64,0,4,1,0
2,10,1,3.1845703,51,0,1,7,0
3,9,1,21.276367,30,1,2,10,0
3,10,1,21.276367,50,0,1,16,0
2,9,1,21.276367,21,0,1,14,0
3,11,1,21.276367,44,1,3,13,0
4,11,1,21.276367,23,0,1,12,0
3,9,1,21.276367,63,0,1,7,0
3,12,1,21.276367,75,1,2,1,0
2,9,1,21.276367,38,0,4,14,0
3,8,1,21.276367,59,0,3,13,0
3,11,1,21.276367,34,0,1,13,0
2,10,1,2.9326172,48,0,1,7,0
3,6,1,2.9326172,62,0,3,7,0
2,11,0,2.9326172,56,0,1,9,0
3,10,1,2.9326172,39,0,1,7,0
3,7,1,2.9326172,44,0,1,10,0
3,13,1,2.9326172,54,0,1,5,0
3,11,1,2.9326172,20,0,1,10,0
3,12,1,2.9326172,55,0,1,7,0
3,12,1,2.9326172,63,0,1,9,0
3,12,1,2.9326172,21,0,1,13,0
3,12,1,66.675781,45,0,1,10,0
3,13,1,66.675781,40,0,7,9,0
3,15,1,66.675781,39,1,1,17,0
3,10,1,66.675781,64,0,1,4,0
3,11,1,66.675781,40,0,1,9,0
3,11,1,66.675781,34,0,1,7,0
3,9,0,66.675781,61,0,1,8,0
2,10,1,66.675781,21,0,2,16,0
3,12,1,66.675781,19,0,2,11,0
4,15,1,66.675781,24,0,1,7,0
2,9,1,23.404297,54,0,3,12,0
2,9,1,23.404297,36,1,4,13,0
4,10,1,23.404297,69,0,2,10,0
4,11,1,23.404297,72,1,3,13,0
3,12,1,23.404297,54,0,1,7,0
4,14,1,23.404297,28,0,1,9,0
2,11,1,23.404297,58,1,3,9,0
3,11,1,23.404297,55,0,5,7,0
4,15,1,23.404297,56,0,5,7,0
3,13,1,23.404297,57,0,2,7,0
1,5,0,31.319336,26,0,1,5,0
2,7,1,31.319336,38,0,1,12,0
3,10,1,31.319336,35,0,4,9,0
3,12,1,31.319336,34,0,1,8,0
4,11,1,31.319336,26,0,1,8,0
2,11,1,31.319336,28,0,1,10,0
3,10,1,31.319336,19,0,2,7,0
3,15,1,31.319336,55,0,1,7,0
3,11,0,31.319336,37,0,1,7,0
3,10,1,31.319336,49,0,1,7,0
3,12,1,52.548828,31,0,1,10,0
4,11,1,52.548828,81,0,1,6,0
2,9,1,52.548828,54,0,2,8,0
3,11,1,52.548828,32,0,4,15,0
4,13,1,52.548828,47,0,1,5,0
3,10,1,52.548828,57,0,2,9,0
2,8,1,52.548828,47,0,2,10,0
2,8,1,52.548828,49,0,1,12,0
3,10,1,52.548828,40,0,1,8,0
3,13,1,52.548828,31,0,1,7,0
3,12,1,33.661133,30,0,1,7,0
4,15,1,33.661133,38,0,5,9,0
3,13,1,33.661133,18,0,1,10,0
3,15,1,33.661133,37,0,1,7,0
3,12,1,33.661133,27,1,5,14,0
4,13,1,33.661133,33,0,6,9,0
3,11,1,33.661133,78,1,1,1,0
2,8,1,33.661133,68,1,3,7,0
4,10,0,14.297852,84,0,1,1,0
4,12,1,14.297852,57,1,2,16,0
4,11,1,14.297852,67,0,5,17,0
4,10,1,14.297852,42,1,9,15,0
4,13,0,14.297852,74,1,2,13,0
4,12,1,14.297852,32,1,4,13,0
4,12,1,14.297852,40,0,4,13,0
4,9,1,14.297852,38,0,1,17,0
3,8,1,28.821289,21,0,1,10,0
3,10,1,28.821289,61,1,6,17,0
3,10,1,28.821289,32,0,6,12,0
2,9,1,28.821289,57,0,7,7,0
3,7,1,28.821289,24,0,1,7,0
3,12,1,28.821289,20,1,4,13,0
3,13,1,28.821289,67,1,4,12,0
3,8,1,34.741211,22,1,6,11,0
4,13,1,34.741211,56,0,6,16,0
4,13,1,34.741211,53,0,2,10,0
1,7,0,34.741211,46,0,2,10,0
3,8,1,34.741211,45,0,5,11,0
4,12,1,34.741211,57,0,1,7,0
4,12,1,34.741211,72,0,5,17,0
4,11,0,34.741211,73,0,3,7,0
2,8,1,34.741211,60,0,1,10,0
3,11,1,34.741211,57,0,7,16,0
4,13,1,12.789063,20,1,6,9,0
4,16,1,12.789063,21,1,3,17,0
3,7,1,12.789063,44,0,1,7,0
3,10,1,12.789063,42,1,2,7,0
3,8,1,12.789063,65,0,1,10,0
4,12,1,12.789063,31,0,1,9,0
3,12,0,12.789063,29,0,3,12,0
3,9,1,12.789063,22,0,1,12,0
3,12,1,12.789063,54,0,4,12,0
4,13,1,.72070313,57,0,3,11,0
1,7,1,.72070313,52,0,1,11,0
4,12,1,.72070313,61,0,2,11,0
3,10,1,.72070313,42,1,2,10,0
4,13,1,.72070313,55,0,8,10,0
3,10,1,.72070313,30,0,5,10,0
3,10,1,.72070313,68,1,1,7,0
3,10,1,.72070313,47,0,2,12,0
4,13,1,.72070313,50,1,3,7,0
3,11,1,7.5341797,32,0,1,8,0
2,8,0,7.5341797,73,1,1,4,0
3,12,1,7.5341797,46,0,1,9,0
2,12,1,7.5341797,34,0,1,10,0
3,10,0,7.5341797,47,0,2,8,0
3,9,1,7.5341797,29,1,8,14,0
2,9,1,7.5341797,26,0,1,10,0
3,10,1,7.5341797,28,0,1,9,0
3,11,1,7.5341797,18,0,6,14,0
4,13,1,37.652344,38,0,7,9,0
3,11,1,37.652344,75,1,6,13,0
