,City,Latitude,Longitude,Latitude_num,Longitude_num,avg_d_kbps
227,BO: Potosí-Potosí,-19.58361111111111,-65.75305555555556,-19.58361111111111,-65.75305555555556,9527
228,BO: Potosí-Llallagua,-18.424722222222222,-66.57777777777777,-18.424722222222222,-66.57777777777777,18469
229,BO: Potosí-Tinguipaya,-19.22,-65.82277777777777,-19.22,-65.82277777777777,20815
230,BO: Potosí-Ravelo,-18.783333333333335,-65.55,-18.783333333333335,-65.55,7406
231,BO: Potosí-Tecoya,-19.5,-65.46666666666667,-19.5,-65.46666666666667,5649
232,BO: Santa Cruz-Santa Cruz de la Sierra,-17.78611111111111,-63.18111111111111,-17.78611111111111,-63.18111111111111,19580
233,BO: Santa Cruz-Montero,-17.33861111111111,-63.25083333333333,-17.33861111111111,-63.25083333333333,16720
234,BO: Santa Cruz-La Guardia,-17.8925,-63.29222222222222,-17.8925,-63.29222222222222,7606
235,BO: Santa Cruz-Ascensión de Guarayos,0.0,0.0,0.0,0.0,343
236,BO: Santa Cruz-Las Barreras,-17.454166666666666,-63.17972222222222,-17.454166666666666,-63.17972222222222,3259
237,BO: Santa Cruz-Don Lorenzo,-17.783333333333335,-62.86666666666667,-17.783333333333335,-62.86666666666667,9469
238,BO: Santa Cruz-Paurito,-17.880833333333335,-62.94138888888889,-17.880833333333335,-62.94138888888889,1606
239,BO: Santa Cruz-La Asunta,-17.716666666666665,-61.61666666666667,-17.716666666666665,-61.61666666666667,2764
240,BO: Tarija-Tarija,-21.53527777777778,-64.72944444444444,-21.53527777777778,-64.72944444444444,12841
241,BO: Tarija-Yacuiba,-21.960833333333333,-63.651666666666664,-21.960833333333333,-63.651666666666664,6257
242,BO: Tarija-Villa El Carmen,-21.78805555555556,-63.57361111111111,-21.78805555555556,-63.57361111111111,6257
243,BR: Norte-Porto Velho,-8.761944444444444,-63.903888888888886,-8.761944444444444,-63.903888888888886,125696
244,BR: Sudeste-Moji Das Cruzes,-23.522777777777776,-46.18833333333333,-23.522777777777776,-46.18833333333333,74966
245,BR: Sudeste-Espirito Santo-Muqui,-20.915,-41.30083333333333,-20.915,-41.30083333333333,23235
246,BR: Sul-Curitiba,-25.42777777777778,-49.27305555555555,-25.42777777777778,-49.27305555555555,84261
247,BR: Sudeste-Rio De Janeiro,-22.906388888888888,-43.18222222222222,-22.906388888888888,-43.18222222222222,15838
248,BR: Sudeste-Uberlândia,-18.91861111111111,-48.27722222222222,-18.91861111111111,-48.27722222222222,107595
249,BR: Sudeste-São Paulo-Gavião,-21.765833333333333,-48.405277777777776,-21.765833333333333,-48.405277777777776,89215
250,BR: Nordeste-Salvador,-12.975555555555555,-38.490833333333335,-12.975555555555555,-38.490833333333335,91493
251,BR: Sudeste-Serra,-23.716944444444444,-46.84916666666667,-23.716944444444444,-46.84916666666667,41537
252,BR: Sudeste-São Paulo,-23.547500000000003,-46.63611111111111,-23.547500000000003,-46.63611111111111,110588
253,BR: Sul-São Leopoldo,-29.760277777777777,-51.14722222222222,-29.760277777777777,-51.14722222222222,92223
254,BR: Nordeste-Fortaleza,-3.7172222222222224,-38.543055555555554,-3.7172222222222224,-38.543055555555554,93063
255,BR: Sudeste-São Paulo-Cajamar,-23.351666666666667,-46.88111111111111,-23.351666666666667,-46.88111111111111,43402
256,BR: Sudeste-Guarulhos,-23.462777777777777,-46.53333333333333,-23.462777777777777,-46.53333333333333,104258
257,BR: Nordeste-Ipueiras,-4.621111111111111,-40.82166666666667,-4.621111111111111,-40.82166666666667,48017
258,BR: Sudeste-São Paulo-Osasco,-23.52611111111111,-46.788333333333334,-23.52611111111111,-46.788333333333334,108821
259,BR: Nordeste-Piripiri,-4.273333333333333,-41.776944444444446,-4.273333333333333,-41.776944444444446,106105
