,City,Latitude,Longitude,avg_d_kbps,avg_u_kbps,avg_lat_ms
1248,UY: Canelones-Pando,-34.708333333333336,-55.95444444444445,48306,6399,20
1249,UY: Artigas-Artigas,-30.4,-56.46666666666667,21130,8509,42
1250,UY: Durazno-Durazno,-33.083333333333336,-56.083333333333336,14641,476,26
1251,UY: Flores-Trinidad,-33.51638888888889,-56.89944444444444,35575,10372,7
1252,UY: Artigas-Pintadito,-30.431944444444447,-56.45666666666667,6413,2026,15
1253,UY: Colonia-Carmelo,-34.0,-58.28388888888889,68276,14014,20
1254,UY: Maldonado-Canteras de Marelli,-34.843333333333334,-54.94499999999999,7715,1987,25
1255,UY: Maldonado-San Rafael - El Placer,0.0,0.0,29513,31213,23
1256,UY: Cerro Largo-Melo,-32.37027777777778,-54.1675,21787,10414,12
1257,UY: San JosÃ©-Libertad,-34.64972222222222,-56.638888888888886,32368,9940,9
1258,UY: Maldonado-Pinares Las Delicias,0.0,0.0,29513,31213,23
1259,UY: Rivera-LagunÃ³n,0.0,0.0,29513,31213,23
1260,UY: Rivera-Tranqueras,-31.2125,-55.845555555555556,2638,2033,44
1261,UY: Colonia-Juan Lacaze,-34.41888888888889,-57.45277777777778,32071,10675,12
1262,UY: Canelones-Villa Crespo y S.AndrÃ©s,0.0,0.0,29513,31213,23
1263,UY: RÃ­o Negro-RÃ­o Negro rural,0.0,0.0,29513,31213,23
1264,UY: Colonia-Nueva Palmira,-33.88333333333333,-58.416666666666664,53810,30006,8
1265,UY: Rocha-Chuy,-33.73111111111111,-53.5,206,2049,40
1266,UY: TacuarembÃ³-San Gregorio de Polanco,-32.481944444444444,-55.83638888888889,1521,473,336
1267,UY: San JosÃ©-18 de Julio-Pueblo Nuevo,0.0,0.0,29513,31213,23
1268,UY: Maldonado-PiriÃ¡polis,-34.84777777777778,-55.22416666666667,21047,19007,10
1269,UY: San JosÃ©-Delta del Tigre y Villas,0.0,0.0,29513,31213,23
1270,UY: San JosÃ©-San JosÃ© Rural,0.0,0.0,29513,31213,23
1271,UY: TacuarembÃ³-Paso de los Toros,-32.71611111111111,-56.51166666666666,85726,13909,18
1272,UY: Durazno-Centenario,-32.86666666666667,-56.46666666666667,34469,14226,17
1273,UY: Durazno-Durazno rural,0.0,0.0,29513,31213,23
1274,VE: Distrito Capital-Libertador de Caracas,10.487777777777778,-66.87916666666666,3332,681,73
1275,VE: Miranda-Baruta,10.434166666666666,-66.87555555555555,3801,697,60
1276,VE: Miranda-Cristobal Rojas,10.262777777777778,-66.83722222222222,1062,311,31
1277,VE: Miranda-Guaicaipuro,10.344444444444445,-67.04305555555555,3399,610,46
1278,VE: Miranda-Lander,10.083333333333334,-66.75,1654,686,96
1279,VE: Miranda-Paz Castillo,10.333333333333334,-66.66666666666667,1890,741,30
1280,VE: Miranda-Plaza,10.5,-66.66666666666667,3530,3713,17
1281,VE: Miranda-Sucre,10.472222222222223,-66.80138888888888,1725,478,83
1282,VE: Miranda-Urdaneta,10.166666666666666,-66.91666666666667,1500,838,56
1283,VE: Miranda-Zamora,10.5,-66.5,5386,354,178
1284,VE: Miranda-Chacao,10.495555555555555,-66.8536111111111,4018,1201,72
1285,VE: Miranda-Independencia,10.2,-66.6,715,557,38
1286,VE: Miranda-Los Salias,10.388333333333334,-66.95166666666667,6576,3231,22
1287,VE: Miranda-El Hatillo,10.423888888888888,-66.82555555555555,13447,3805,110
1288,VE: Vargas-Vargas,8.035,-72.05666666666666,908,1202,169
1289,VE: Miranda-Libertador,10.5,-66.95555555555556,1602,348,120
1290,VE: Aragua-Girardot,10.235277777777776,-67.5911111111111,2157,936,64
1291,VE: Aragua-JosÃ© Rafael Revenga,10.236944444444443,-67.2713888888889,4459,722,92
1292,VE: Trujillo-Mario BriceÃ±o Iragorry,0.0,0.0,29513,31213,23
1293,VE: Carabobo-Guacara,10.225833333333334,-67.87694444444443,1756,426,127
1294,VE: Carabobo-Libertador,10.114444444444445,-68.06555555555555,5152,675,68
1295,VE: Carabobo-Los Guayos,10.183333333333334,-67.93611111111112,2801,696,120
1296,VE: Carabobo-Naguanagua,10.256388888888889,-68.01888888888888,2749,541,80
1297,VE: Carabobo-San Diego,10.25611111111111,-67.9538888888889,2291,1489,51
1298,VE: Carabobo-Valencia,10.161944444444444,-68.0075,2925,2566,56
1299,VE: Carabobo-Diego Ibarra,10.296388888888888,-67.71805555555555,8295,629,40
1300,VE: Carabobo-Juan JosÃ© Mora,10.488888888888889,-68.20027777777779,2948,471,64
1301,VE: Carabobo-Puerto Cabello,10.473055555555556,-68.0125,3376,1834,86
1302,VE: Carabobo-Bejuma,10.17361111111111,-68.25888888888889,3629,606,104
1303,VE: Cojedes-Tinaquillo,9.91861111111111,-68.30472222222222,2815,542,101
1304,VE: Barinas-Ezequiel Zamora,7.812777777777778,-71.17611111111111,3933,864,40
1305,VE: GuÃ¡rico-Leonardo Infante,9.215277777777777,-66.00722222222223,4168,731,168
1306,VE: TÃ¡chira-Francisco de Miranda,7.911388888888889,-71.97194444444445,154,114,124
1307,VE: GuÃ¡rico-Juan German Roscio,9.911388888888888,-67.3536111111111,3678,720,87
1308,VE: GuÃ¡rico-JosÃ© Tadeo Monagas,9.86,-66.38138888888888,1712,335,81
1309,VE: GuÃ¡rico-Zaraza,9.350277777777777,-65.32444444444444,3730,655,91
1310,VE: Apure-San Fernando,7.887777777777776,-67.47222222222223,4868,715,81
1311,VE: Apure-Biruaca,7.844722222222222,-67.51666666666667,4051,656,138
1312,VE: Lara-Iribarren,10.064444444444446,-69.35694444444444,2503,553,103
1313,VE: Lara-Torres,10.166666666666666,-70.25,2335,59,873
1314,VE: Lara-MorÃ¡n,9.666666666666666,-69.83333333333333,5500,647,59
1315,VE: Lara-Palavecino,10.010277777777778,-69.24138888888889,4939,3122,41
1316,VE: Lara-Crespo,10.3,-69.16666666666667,1702,667,70
1317,VE: Portuguesa-Acarigua Araure,9.553333333333335,-69.2375,4574,2034,23
1318,VE: Portuguesa-Guanare,9.041666666666666,-69.74194444444444,3002,1859,58
1319,VE: Apure-PÃ¡ez,7.25,-71.0,23995,3710,910
1320,VE: Portuguesa-TurÃ©n,9.166666666666666,-68.83333333333333,3841,2995,25
1321,VE: Portuguesa-Agua Blanca,9.661388888888888,-69.10749999999999,1339,281,52
1322,VE: Portuguesa-Esteller,9.25,-69.25,1507,255,155
1323,VE: Yaracuy-Autonomo Bruzual,0.0,0.0,29513,31213,23
1324,VE: Yaracuy-Cocorote,10.319444444444445,-68.78277777777778,3353,710,97
1325,VE: Yaracuy-ArÃ­stides Bastidas,10.248055555555554,-68.84444444444443,2710,588,122
1326,VE: Yaracuy-PeÃ±a,10.080555555555556,-69.12416666666665,4504,1630,70
1327,VE: BolÃ­var-JosÃ© Antonio PÃ¡ez,0.0,0.0,29513,31213,23
1328,VE: FalcÃ³n-Carirubana,11.716666666666667,-70.0,568,336,120
1329,VE: FalcÃ³n-Colina,11.283333333333333,-69.41666666666667,885,273,709
1330,VE: Zulia-Miranda,10.75,-71.25,12815,3479,774
1331,VE: Zulia-Maracaibo,10.66638888888889,-71.61222222222221,39359,37367,16
1332,VE: Zulia-San Francisco,10.554444444444446,-71.70583333333333,2458,3360,23
1333,VE: Zulia-Cabimas,10.398888888888889,-71.45194444444445,6287,9091,32
1334,VE: Zulia-JesÃºs Enrique Lossada,10.620555555555557,-71.83638888888889,3275,4204,24
1335,VE: Zulia-Lagunillas,10.13,-71.25944444444444,7149,1972,21
1336,VE: AnzoÃ¡tegui-Anaco,9.429444444444444,-64.46416666666667,2116,530,81
1337,VE: AnzoÃ¡tegui-Juan Antonio Sotillo,10.216666666666667,-64.61666666666666,18570,12810,37
1338,VE: AnzoÃ¡tegui-SimÃ³n Bolivar,10.136111111111111,-64.68611111111112,4965,647,89
1339,VE: AnzoÃ¡tegui-Simon Rodriguez,8.75,-64.16666666666667,3230,598,54
1340,VE: AnzoÃ¡tegui-Pedro Maria Freites,9.305555555555557,-64.35833333333333,5026,711,85
1341,VE: AnzoÃ¡tegui-Puerto Piritu,10.05888888888889,-65.03694444444444,2963,3016,38
1342,VE: Monagas-MaturÃ­n,9.745555555555555,-63.183055555555555,2782,506,97
1343,VE: BolÃ­var-BolÃ­var,8.129166666666666,-63.54083333333333,2732,569,92
1344,VE: Sucre-Sucre,10.416666666666666,-63.5,1703,401,34
1345,VE: TÃ¡chira-Cardenas,7.821111111111111,-72.22305555555556,1894,458,44
1346,VE: TÃ¡chira-Guasimos,7.835833333333333,-72.2275,185,402,144
1347,VE: TÃ¡chira-San CristÃ³bal,7.766944444444444,-72.22500000000001,3199,721,131
1348,VE: Lara-AndrÃ©s Eloy Blanco,9.751388888888888,-69.65305555555557,1183,288,102
1349,VE: Trujillo-Valera,9.317777777777778,-70.6036111111111,3789,728,75
1350,VE: Trujillo-Bocono,9.25,-70.25,1572,298,71
1351,VE: MÃ©rida-Campo Elias,8.546388888888888,-71.24083333333333,4258,586,304
1352,VE: MÃ©rida-Alberto Adriani,8.608611111111111,-71.76555555555555,2777,3770,39
1353,VE: Barinas-Antonio Jose De Sucre,8.230555555555556,-70.82194444444444,2705,3025,96
1354,VE: Barinas-Barinas,8.6225,-70.2075,556,464,58
1355,VE: Bolivar-Caroni,8.351111111111111,-62.64083333333333,4345,632,81
1356,VE: AnzoÃ¡tegui-Guanta,10.234444444444444,-64.59527777777777,4100,580,42
1357,VE: Aragua-Santos Michelena,10.252222222222223,-67.18472222222222,5641,775,87
1358,VE: BolÃ­var-Ciudad BolÃ­var,8.129166666666666,-63.54083333333333,2732,569,92
1359,VE: Barinas-Pedraza,8.353055555555555,-70.56972222222223,2388,1293,85
1360,VE: Apure-RÃ³mulo Gallegos,6.75,-69.41666666666667,1529,6,144
1361,VE: Cojedes-Tinaco,9.69888888888889,-68.4325,918,409,102
1362,VE: Cojedes-FalcÃ³n,9.916666666666666,-68.33333333333333,495,584,315
1363,VE: FalcÃ³n-Los Taquesâ,0.0,0.0,29513,31213,23
1364,VE: GuÃ¡rico-Chaguaramas,9.338333333333335,-66.2525,786,378,54
1365,VE: Lara-Jimenez,9.8,-69.58333333333333,959,390,97
1366,VE: MÃ©rida-Santos Marquina,8.630833333333333,-71.07833333333333,4741,4374,55
1367,VE: Miranda-Acevedo,10.25,-66.33333333333333,1640,843,150
1368,VE: Monagas-Caripe,10.166666666666666,-63.416666666666664,112,1086,354
1369,VE: Trujillo-Candelaria,9.618055555555555,-70.35694444444444,455,83,202
1370,VE: Trujillo-Carache,9.666666666666666,-70.33333333333333,365,184,104
1371,VE: Trujillo-PampÃ¡n,9.444722222222222,-70.4775,7602,881,37
