,City,Latitude,Longitude,avg_d_kbps,avg_u_kbps,avg_lat_ms
616,SV: Sonsonate-Izalco,13.813333333333334,-89.63222222222221,4866,405,28
617,SV: Sonsonate-San Antonio del Monte,13.712777777777777,-89.75583333333333,5063,477,8
618,SV: Sonsonate-Sonzacate,13.748888888888889,-89.70833333333334,9114,3437,111
619,SV: La Libertad-Comasagua,13.610555555555555,-89.36222222222221,5458,485,24
620,SV: La Libertad-San JosÃ© Villanueva,13.559722222222224,-89.27055555555556,80956,9682,11
621,SV: San Salvador-Aguilares,13.95722222222222,-89.18972222222223,10950,3687,14
622,SV: CabaÃ±as-Cojutepeque,0.0,0.0,29513,31213,23
623,SV: La Paz-Zacatecoluca,13.5,-88.86666666666666,10627,3115,77
624,SV: CabaÃ±as-Sensuntepeque,13.883333333333333,-88.58333333333333,10671,2814,31
625,SV: UsulutÃ¡n-BerlÃ­n,13.516666666666667,-88.6,17456,9386,13
626,SV: UsulutÃ¡n-UsulutÃ¡n,13.433333333333334,-88.53333333333333,2914,1659,17
627,SV: San Miguel-Moncagua,13.546388888888888,-88.265,4645,4738,5
628,SV: San Miguel-San Miguel,13.483333333333333,-88.18333333333334,20881,16829,28
629,SV: La UniÃ³n-Anamoros,13.735555555555555,-87.88916666666667,1878,877,73
630,SV: AhuachapÃ¡n-Apaneca,13.851388888888888,-89.7975,6237,3080,14
631,SV: AhuachapÃ¡n-Jujutla,13.752222222222223,-89.93527777777778,976,813,5
632,SV: AhuachapÃ¡n-San Francisco MenÃ©ndez,13.80638888888889,-90.02888888888889,2823,2077,3
633,SV: Santa Ana-Cand. de la Frontera,0.0,0.0,29513,31213,23
634,SV: Santa Ana-MetapÃ¡n,14.333333333333334,-89.45,18143,8473,15
635,SV: Sonsonate-Acajutla,13.6375,-89.83611111111111,2411,882,7
636,SV: Sonsonate-Santa Isabel IshuatÃ¡n,13.5975,-89.58833333333332,3407,500,23
637,SV: Sonsonate-Juayua,13.833333333333334,-89.75,8509,2813,42
638,SV: Sonsonate-Nahulingo,13.669166666666666,-89.72305555555556,3279,503,119
639,SV: Sonsonate-Sonsonate,13.71888888888889,-89.72416666666666,14421,3867,23
640,SV: Chalatenango-Dulce Nombre de MarÃ­a,14.2,-89.03333333333333,7172,247,293
641,SV: Chalatenango-Nueva ConcepciÃ³n,14.113888888888889,-89.30472222222222,19592,6956,3
642,SV: La Libertad-Ciudad Arce,13.810833333333335,-89.41805555555555,8073,725,82
643,SV: La Libertad-La Libertad,13.75,-89.38333333333334,31121,10109,24
644,SV: La Libertad-San Juan de Opico,13.866666666666667,-89.4,36534,10523,3
645,SV: San Salvador-Teotepeque,0.0,0.0,29513,31213,23
646,SV: San Salvador-Ilopango,13.701666666666666,-89.10944444444443,8083,9109,153
647,SV: San Salvador-Panchimalco,13.571388888888889,-89.16555555555556,15969,4418,12
648,SV: CuscatlÃ¡n-San JosÃ© Guayabal,13.854722222222222,-89.11749999999999,4263,422,57
649,SV: CuscatlÃ¡n-San Rafael Cedros,13.742222222222221,-88.87777777777777,5085,2529,98
650,SV: La Paz-El Rosario,13.463333333333333,-89.00166666666667,4454,500,79
651,SV: La Paz-San Francisco Chinameca,13.613333333333333,-89.07916666666667,5281,480,103
652,SV: La Paz-San Miguel Tepezontes,13.630277777777778,-89.01583333333333,5738,545,8
653,SV: La Paz-Santiago Nonualco,13.48472222222222,-88.95583333333333,10906,1607,8
654,SV: CabaÃ±as-Ilobasco,13.883333333333333,-88.83333333333333,5781,453,56
655,SV: CabaÃ±as-Victoria,13.971388888888889,-88.6438888888889,4796,473,26
656,SV: San Vicente-San Ildefonso,13.681111111111111,-88.56333333333333,4687,1919,24
657,SV: San Vicente-Tecoluca,13.410833333333334,-88.74944444444445,1940,665,72
658,SV: UsulutÃ¡n-Estanzuelas,13.6225,-88.51194444444444,4657,501,32
659,SV: UsulutÃ¡n-JucuarÃ¡n,13.213055555555554,-88.24861111111112,2341,475,69
660,SV: UsulutÃ¡n-San Dionisio,13.237499999999999,-88.47027777777778,4187,517,57
661,SV: San Miguel-Chapeltique,13.634166666666665,-88.27305555555556,12615,4384,8
662,SV: MorazÃ¡n-Cacaopera,13.801388888888889,-88.05916666666667,3708,417,145
663,SV: MorazÃ¡n-Jojoaitique,0.0,0.0,29513,31213,23
664,SV: MorazÃ¡n-San SimÃ³n,13.80888888888889,-88.23833333333333,1893,463,33
665,SV: La UniÃ³n-Conchagua,13.27138888888889,-87.8786111111111,1165,3804,41
666,SV: La UniÃ³n-Intipuca,13.20111111111111,-88.03055555555555,4528,6603,7
667,SV: La UniÃ³n-Pasaquina,13.510555555555555,-87.81777777777778,5452,532,34
668,GT: Guatemala-AmatitlÃ¡n,14.477222222222222,-90.63472222222222,23768,4970,11
669,GT: Guatemala-Chinautla,14.702777777777778,-90.49972222222222,14830,3598,28
670,GT: Guatemala-Guatemala,15.5,-90.25,10672,3265,19
671,GT: Guatemala-Mixco,14.630555555555556,-90.60694444444444,10888,2369,34
672,GT: Guatemala-Petapa,14.501666666666667,-90.56194444444444,14722,3452,51
673,GT: Guatemala-San JosÃ© Pinula,14.545833333333333,-90.41277777777778,14851,3428,44
674,GT: Guatemala-San Juan SacatepÃ©quez,14.71888888888889,-90.64416666666668,13926,2808,18
675,GT: Guatemala-San Pedro Ayampuc,14.779166666666667,-90.45305555555557,4428,796,16
676,GT: Guatemala-Santa Catarina Pinula,14.570277777777777,-90.49916666666667,11400,3063,28
677,GT: Guatemala-Villa Canales,14.482777777777779,-90.53416666666666,10052,2307,37
678,GT: Guatemala-Villa Nueva,14.525,-90.58527777777778,11310,2329,24
679,GT: Alta Verapaz-CobÃ¡n,15.470833333333333,-90.37083333333332,9735,2150,39
680,GT: Alta Verapaz-San Pedro CarchÃ¡,15.567499999999999,-90.18138888888889,10672,3265,19
681,GT: Chimaltenango-TecpÃ¡n Guatemala,14.79861111111111,-91.015,19471,22409,14
682,GT: Chiquimula,14.8,-89.54583333333333,9040,1978,42
683,GT: Escuintla,14.300833333333333,-90.78555555555555,10256,2268,35
684,GT: Escuintla-Santa LucÃ­a Cotzumalguapa,14.335,-91.02333333333333,5848,1180,47
685,GT: Huehuetenango-Huehuetenango,15.319166666666666,-91.47222222222223,11465,2988,23
686,GT: Huehuetenango-Santa Cruz Barillas,15.931388888888888,-91.22111111111111,5311,588,69
687,GT: Izabal-Morales,15.444722222222222,-88.76638888888888,427,1889,80
688,GT: Jalapa-Jalapa,14.634722222222221,-89.9888888888889,7298,5964,58
689,GT: Jutiapa-Jutiapa,14.291666666666666,-89.89583333333334,7499,1413,15
690,GT: PetÃ©n-La Libertad,17.003888888888888,-90.58222222222221,6466,14771,30
691,GT: PetÃ©n-SayaxchÃ©,16.33138888888889,-90.16333333333334,9546,668,30
692,GT: Quetzaltenango-Coatepeque,14.703888888888889,-91.86416666666666,9179,2365,29
693,GT: Quetzaltenango,14.834722222222222,-91.51805555555555,12456,3948,39
694,GT: QuichÃ©-Chichicastenango,14.943333333333333,-91.1111111111111,17852,14538,31
695,GT: QuichÃ©-IxcÃ¡n,15.983333333333333,-90.76666666666667,2200,768,13
696,GT: QuichÃ©-Santa Cruz del QuichÃ©,15.030833333333334,-91.14861111111112,9509,2450,44
697,GT: San Marcos-MalacatÃ¡n,14.911111111111111,-92.05777777777777,8669,2348,22
698,GT: SololÃ¡-SololÃ¡,14.666666666666666,-91.25,3364,1924,20
699,GT: TotonicapÃ¡n-Momostenango,15.044166666666667,-91.40861111111111,7141,925,49
700,GT: TotonicapÃ¡n-TotonicapÃ¡n,14.911666666666667,-91.3611111111111,7765,1943,70
701,GT: Alta Verapaz-Chahal,15.72861111111111,-89.56472222222222,1976,3615,25
702,GT: Alta Verapaz-LanquÃ­n,15.564166666666667,-89.99055555555556,10436,12618,63
703,GT: Alta Verapaz-San CristÃ³bal Verapaz,15.366388888888888,-90.47805555555556,4324,793,98
704,GT: Alta Verapaz-Santa Cruz Verapaz,15.338333333333335,-90.41388888888889,3133,971,30
705,GT: Alta Verapaz-TucurÃº,15.300555555555556,-90.07222222222222,5794,12708,42
706,GT: Baja Verapaz-PurulhÃ¡,15.215,-90.03833333333333,2856,2235,10
707,GT: Baja Verapaz-San Miguel Chicaj,15.159722222222223,-90.41277777777778,4186,1876,22
708,GT: Chimaltenango-PatzÃºn,14.681666666666667,-91.01388888888889,5305,3186,42
709,GT: Chimaltenango-San MartÃ­n Jilotepeque,14.831944444444444,-90.77833333333334,5355,7819,12
710,GT: Chiquimula-CamotÃ¡n,14.846666666666668,-89.28444444444445,703,5622,67
711,GT: Chiquimula-JocotÃ¡n,14.774444444444445,-89.38027777777778,8796,1282,12
712,GT: El Progreso-San AgustÃ­n AcasagustlÃ¡n,0.0,0.0,29513,31213,23
713,GT: Escuintla-La Democracia,14.130277777777778,-90.94694444444445,5021,18005,6
714,GT: Escuintla-Nueva ConcepciÃ³n,14.124722222222223,-91.2925,1720,4717,28
715,GT: Escuintla-SiquinalÃ¡,14.34888888888889,-90.94166666666668,7009,2196,33
716,GT: Huehuetenango-Colotenango,15.406944444444445,-91.71416666666667,15334,6650,9
717,GT: Huehuetenango-Jacaltenango,15.66638888888889,-91.71166666666667,9018,958,13
718,GT: Huehuetenango-NentÃ³n,15.923333333333332,-91.72166666666666,16159,2817,62
719,GT: Huehuetenango-San Pedro NÃ©cta,15.523888888888889,-91.77805555555555,8480,1357,51
720,GT: Huehuetenango-Santa Eulalia,15.749722222222221,-91.32527777777777,6847,936,24
721,GT: Izabal-El Estor,15.428055555555554,-89.44861111111112,8845,45883,61
722,GT: Izabal-Los Amates,15.257222222222222,-89.10083333333333,6740,1046,14
723,GT: Jalapa-San Luis Jilotepeque,14.650277777777777,-89.71305555555556,3141,1326,119
724,GT: Jutiapa-Comapa,14.113888888888889,-89.90055555555556,8207,1114,10
725,GT: Jutiapa-Quezada,14.279722222222222,-90.0586111111111,5842,951,25
726,GT: PetÃ©n-Flores,16.9225,-89.89916666666667,13946,3625,17
727,GT: PetÃ©n-San AndrÃ©s,17.49527777777778,-90.39861111111112,3877,2291,643
728,GT: PetÃ©n-San Luis,16.136666666666667,-89.47944444444444,16325,5847,23
729,GT: Quetzaltenango-Cantel,14.81638888888889,-91.43777777777778,4580,2086,60
730,GT: Quetzaltenango-GÃ©nova,14.55888888888889,-91.83611111111111,1706,1604,36
731,GT: Quetzaltenango-San Carlos Sija,15.050277777777778,-91.56333333333333,30005,7452,16
732,GT: QuichÃ©-Chajul,15.486944444444443,-91.03777777777778,8582,1875,26
733,GT: QuichÃ©-CunÃ©n,15.363055555555555,-91.01888888888888,2839,1625,91
734,GT: QuichÃ©-Sacapulas,15.263055555555555,-91.11277777777777,2702,3146,25
735,GT: QuichÃ©-UspantÃ¡n,15.443888888888889,-90.84388888888888,773,3976,79
736,GT: Retalhuleu-El Asintal,14.566944444444443,-91.74861111111112,3984,594,8
737,GT: Retalhuleu-Retalhuleu,14.536111111111111,-91.67777777777778,14335,2195,31
738,GT: SacatepÃ©quez-Antigua Guatemala,14.561111111111112,-90.73444444444445,10173,2607,23
739,GT: SacatepÃ©quez-San Lucas SacatepÃ©quez,14.5975,-90.64944444444446,17397,3645,29
740,GT: San Marcos-Ayutla,14.726944444444445,-92.13,6548,10496,28
741,GT: San Marcos-ConcepciÃ³n Tutuapa,15.287777777777778,-91.86722222222221,1816,2650,33
742,GT: San Marcos-La Reforma,14.804722222222223,-91.82805555555555,4589,21723,162
743,GT: San Marcos-San CristÃ³bal Cucho,14.889722222222222,-91.76777777777778,461,576,616
744,GT: San Marcos-San Pablo,14.95361111111111,-91.97055555555556,5939,947,20
745,GT: San Marcos-TacanÃ¡,15.255,-92.12249999999999,2874,1953,86
746,GT: San Marcos-Tejutla,15.15638888888889,-91.82444444444444,5316,1746,40
747,GT: Santa Rosa-Cuilapa,14.27638888888889,-90.29888888888888,7071,1809,20
748,GT: Santa Rosa-Santa MarÃ­a IxhuatÃ¡n,14.141388888888889,-90.26027777777777,2442,825,11
749,GT: SololÃ¡-San Lucas TolimÃ¡n,14.594722222222222,-91.1463888888889,4966,944,33
750,GT: SololÃ¡-Santa Clara La Laguna,14.724444444444444,-91.29722222222222,2880,2140,25
751,GT: Suchitepequez-Cuyotenango,14.492222222222221,-91.56611111111111,13440,3547,19
752,GT: Suchitepequez-San Antonio SuchitepÃ©quez,14.518333333333334,-91.40416666666667,7288,845,91
753,GT: Suchitepequez-Santa BÃ¡rbara,14.473055555555556,-91.24666666666667,18283,3042,14
754,GT: TotonicapÃ¡n-San CristÃ³bal TotonicapÃ¡n,14.928055555555554,-91.47444444444444,8598,3870,57
755,GT: TotonicapÃ¡n-Santa MarÃ­a Chiquimula,15.028611111111111,-91.32916666666667,7192,14127,27
756,GT: Zacapa-Zacapa,14.972222222222223,-89.53055555555555,12328,3586,10
757,HO: CortÃ©s-San Pedro Sula,0.0,0.0,29513,31213,23
758,HO: Francisco MorazÃ¡n-Distrito Central-Amarateca,0.0,0.0,29513,31213,23
759,HO: AtlÃ¡ntida-El Porvenir,0.0,0.0,29513,31213,23
760,HO: AtlÃ¡ntida-La Ceiba,0.0,0.0,29513,31213,23
761,HO: AtlÃ¡ntida-Tela,0.0,0.0,29513,31213,23
762,HO: Choluteca-Choluteca,0.0,0.0,29513,31213,23
763,HO: Choluteca-Marcovia,0.0,0.0,29513,31213,23
764,HO: ColÃ³n-Tocoa,0.0,0.0,29513,31213,23
765,HO: ColÃ³n-Trujillo,0.0,0.0,29513,31213,23
766,HO: Comayagua-Comayagua,0.0,0.0,29513,31213,23
767,HO: Comayagua-Siguatepeque,0.0,0.0,29513,31213,23
768,HO: CopÃ¡n-Santa Rosa de CopÃ¡n,0.0,0.0,29513,31213,23
769,HO: CortÃ©s-Choloma,0.0,0.0,29513,31213,23
770,HO: CortÃ©s-La Lima,0.0,0.0,29513,31213,23
771,HO: CortÃ©s-Puerto CortÃ©s,0.0,0.0,29513,31213,23
772,HO: CortÃ©s-San Francisco de Yojoa,0.0,0.0,29513,31213,23
773,HO: CortÃ©s-Villanueva,0.0,0.0,29513,31213,23
774,HO: El ParaÃ­so-DanlÃ­,0.0,0.0,29513,31213,23
775,HO: Francisco MorazÃ¡n-Talanga,0.0,0.0,29513,31213,23
776,HO: La Paz-La Paz,0.0,0.0,29513,31213,23
777,HO: Ocotopeque-San Marcos,0.0,0.0,29513,31213,23
778,HO: Olancho-Juticalpa,0.0,0.0,29513,31213,23
779,HO: Valle-Nacaome,0.0,0.0,29513,31213,23
780,HO: Yoro-El Negrito,0.0,0.0,29513,31213,23
781,HO: Yoro-El Progreso,0.0,0.0,29513,31213,23
782,HO: Yoro-MorazÃ¡n,0.0,0.0,29513,31213,23
783,HO: Yoro-Olanchito,0.0,0.0,29513,31213,23
784,HO: AtlÃ¡ntida-Esparta,0.0,0.0,29513,31213,23
785,HO: Choluteca-ConcepciÃ³n de MarÃ­a,0.0,0.0,29513,31213,23
786,HO: Choluteca-San Marcos de Colon,0.0,0.0,29513,31213,23
787,HO: ColÃ³n-Balfate,0.0,0.0,29513,31213,23
788,HO: Comayagua-LejamanÃ­,0.0,0.0,29513,31213,23
789,HO: CopÃ¡n-CopÃ¡n Ruinas,0.0,0.0,29513,31213,23
790,HO: CopÃ¡n-La UniÃ³n,0.0,0.0,29513,31213,23
791,HO: CortÃ©s-Santa Cruz de Yojoa,0.0,0.0,29513,31213,23
792,HO: El ParaÃ­so-Guinope,0.0,0.0,29513,31213,23
793,HO: El ParaÃ­so-Teupasenti,0.0,0.0,29513,31213,23
794,HO: Francisco MorazÃ¡n-Cedros,0.0,0.0,29513,31213,23
795,HO: Francisco MorazÃ¡n-Ojojona,0.0,0.0,29513,31213,23
796,HO: Francisco MorazÃ¡n-Santa LucÃ­a,0.0,0.0,29513,31213,23
797,HO: Gracias a Dios-Puerto Lempira,0.0,0.0,29513,31213,23
798,HO: IntibucÃ¡-IntibucÃ¡,0.0,0.0,29513,31213,23
799,HO: IntibucÃ¡-Santa LucÃ­a,0.0,0.0,29513,31213,23
800,HO: La Paz-Marcala,0.0,0.0,29513,31213,23
801,HO: Lempira-Candelaria,0.0,0.0,29513,31213,23
802,HO: Lempira-La Iguala,0.0,0.0,29513,31213,23
803,HO: Lempira-San Francisco,0.0,0.0,29513,31213,23
804,HO: Ocotopeque-La Labor,0.0,0.0,29513,31213,23
805,HO: Olancho-Campamento,0.0,0.0,29513,31213,23
806,HO: Olancho-Dulce Nombre de CulmÃ­,0.0,0.0,29513,31213,23
807,HO: Olancho-Santa MarÃ­a del Real,0.0,0.0,29513,31213,23
808,HO: Santa BÃ¡rbara-Ilama,0.0,0.0,29513,31213,23
809,HO: Santa BÃ¡rbara-San Francisco de Ojuera,0.0,0.0,29513,31213,23
810,HO: Santa BÃ¡rbara-Trinidad,0.0,0.0,29513,31213,23
811,HO: Yoro-Victoria,0.0,0.0,29513,31213,23
812,MX: Norte/Baja California/Mexicali,32.62777777777778,-115.45444444444445,37107,10298,12
813,MX: Norte/Baja California/Tijuana,32.5025,-117.00361111111111,60790,26263,6
814,MX: Norte/Baja California/Ensenada,31.87138888888889,-116.60055555555554,42383,6589,17
815,MX: Norte/Cuatro CiÃ©nagas,0.0,0.0,29513,31213,23
816,MX: Norte/Coahuila/Saltillo,25.445,-100.985,48737,27880,13
817,MX: Norte/Coahuila/TorreÃ³n,25.529444444444444,-103.38972222222223,28051,7497,22
818,MX: Norte/Chihuahua/Chihuahua,31.72,-106.46083333333334,43636,25807,6
819,MX: Norte/Chihuahua/Dr. Belisario DomÃ­nguez,0.0,0.0,29513,31213,23
820,MX: Norte/Chihuahua/JuÃ¡rez,31.72,-106.46083333333334,43636,25807,6
821,MX: Norte/Chihuahua/Ojinaga,29.566666666666666,-104.54472222222222,11094,6094,56
822,MX: Norte/Durango/GÃ³mez Palacio,0.0,0.0,29513,31213,23
823,MX: Norte/Nuevo LeÃ³n/Apodaca,25.769444444444442,-100.2461111111111,38222,14860,10
824,MX: Norte/Nuevo LeÃ³n/GarcÃ­a,25.8,-100.60638888888889,19935,2621,14
825,MX: Norte/Nuevo LeÃ³n/Guadalupe,0.0,0.0,29513,31213,23
826,MX: Norte/Nuevo LeÃ³n/Monterrey,25.636388888888888,-100.2925,40869,19519,6
827,MX: Norte/Nuevo LeÃ³n/Santa Catarina,25.473888888888887,-100.2863888888889,28973,13211,6
828,MX: Norte/San Luis PotosÃ­/San Antonio,0.0,0.0,29513,31213,23
829,MX: Norte/San Luis PotosÃ­/Soledad de Graciano SÃ¡nchez,22.208055555555553,-100.93611111111112,23597,13446,9
830,MX: Norte/Sinaloa/Ahome,0.0,0.0,29513,31213,23
831,MX: Norte/Sinaloa/CuliacÃ¡n,25.011666666666667,-107.33333333333333,21977,7996,27
832,MX: Norte/Sinaloa/MazatlÃ¡n,23.22,-106.42305555555556,46959,10438,11
833,MX: Norte/Sinaloa/Heroica Nogales,0.0,0.0,29513,31213,23
834,MX: Norte/Sonora/Hermosillo,28.636388888888888,-111.65833333333335,1926,5460,79
835,MX: Norte/Sonora/Guaymas,0.0,0.0,29513,31213,23
836,MX: Norte/Tamaulipas/Cruillas,0.0,0.0,29513,31213,23
837,MX: Norte/Tamaulipas/Nuevo Laredo,0.0,0.0,29513,31213,23
838,MX: Norte/Tamaulipas/Reynosa,26.056944444444444,-98.37777777777777,17303,1995,24
839,MX: Norte/Tamaulipas/Victoria,23.749166666666667,-99.16861111111112,43602,15306,34
840,MX: Norte/Zacatecas/Pinos,22.46,-101.51833333333333,5484,1116,59
841,MX: Occidente/Aguascalientes/Aguascalientes,0.0,0.0,29513,31213,23
842,MX: Occidente/Colima/Colima,19.104166666666668,-103.77166666666666,1481,1380,117
843,MX: Occidente/Guanajuato/San Miguel de Allende,0.0,0.0,29513,31213,23
844,MX: Occidente/Guanajuato/Dolores Hidalgo,0.0,0.0,29513,31213,23
845,MX: Occidente/Guanajuato/LeÃ³n,0.0,0.0,29513,31213,23
846,MX: Occidente/Guanajuato/Salamanca,0.0,0.0,29513,31213,23
847,MX: Occidente/Guanajuato/Silao,0.0,0.0,29513,31213,23
848,MX: Occidente/Jalisco/CiÃ©nega/La Barca,0.0,0.0,29513,31213,23
849,MX: Occidente/Jalisco/Guadalajara,0.0,0.0,29513,31213,23
850,MX: Occidente/Jalisco/Puerto Vallarta,0.0,0.0,29513,31213,23
851,MX: Occidente/Jalisco/TizapÃ¡n el Alto,0.0,0.0,29513,31213,23
852,MX: Occidente/Jalisco/San Pedro Tlaquepaque,0.0,0.0,29513,31213,23
853,MX: Occidente/Jalisco/Zapopan,0.0,0.0,29513,31213,23
854,MX: Occidente/MichoacÃ¡n/Epitacio Huerta,0.0,0.0,29513,31213,23
855,MX: Occidente/MichoacÃ¡n/Morelia,0.0,0.0,29513,31213,23
856,MX: Occidente/MichoacÃ¡n/La Piedad,0.0,0.0,29513,31213,23
857,MX: Occidente/MichoacÃ¡n/Uruapan,0.0,0.0,29513,31213,23
858,MX: Occidente/Nayarit/Bahia De Banderas,0.0,0.0,29513,31213,23
859,MX: Occidente/Nayarit/Xalisco,0.0,0.0,29513,31213,23
860,MX: Centro/QuerÃ©taro/QuerÃ©taro,20.443333333333335,-99.97083333333333,2565,5234,34
861,MX: Centro/QuerÃ©taro/San Juan del RÃ­o,20.443333333333335,-99.97083333333333,2565,5234,34
862,MX: Centro/Distrito Federal/CoyoacÃ¡n,19.370833333333334,-99.17194444444445,60815,27619,15
863,MX: Centro/Distrito Federal/Gustavo A. Madero,0.0,0.0,29513,31213,23
864,MX: Centro/Distrito Federal/Iztapalapa,19.357222222222223,-99.04472222222222,30900,6142,29
865,MX: Centro/Distrito Federal/Alvaro ObregÃ³n,0.0,0.0,29513,31213,23
866,MX: Centro/Distrito Federal/Tlahuac,0.0,0.0,29513,31213,23
867,MX: Centro/Distrito Federal/Xochimilco,19.253888888888888,-99.10805555555555,45175,18794,25
868,MX: Centro/Distrito Federal/CuauhtÃ©moc,19.43027777777778,-99.13694444444445,56562,39109,6
869,MX: Centro/Distrito Federal/Venustiano Carranza,0.0,0.0,29513,31213,23
870,MX: Centro/Hidalgo/Huehuetla,0.0,0.0,29513,31213,23
871,MX: Centro/Hidalgo/San AgustÃ­n Tlaxiaca,0.0,0.0,29513,31213,23
872,MX: Centro/Hidalgo/Tulancingo de Bravo,0.0,0.0,29513,31213,23
873,MX: Centro/MÃ©xico/AtizapÃ¡n de Zaragoza,0.0,0.0,29513,31213,23
874,MX: Centro/MÃ©xico/CuautitlÃ¡n,19.638333333333332,-99.21055555555556,30536,5206,35
875,MX: Centro/MÃ©xico/Chapa de Mota,0.0,0.0,29513,31213,23
876,MX: Centro/MÃ©xico/Ecatepec de Morelos,0.0,0.0,29513,31213,23
877,MX: Centro/MÃ©xico/Ixtapaluca,19.316666666666666,-98.88527777777779,24289,4505,52
878,MX: Centro/MÃ©xico/Lerma,0.0,0.0,29513,31213,23
879,MX: Centro/MÃ©xico/Naucalpan de JuÃ¡rez,19.472499999999997,-99.23305555555555,52954,23666,21
880,MX: Centro/MÃ©xico/NezahualcÃ³yotl,0.0,0.0,29513,31213,23
881,MX: Centro/MÃ©xico/Ocoyoacac,0.0,0.0,29513,31213,23
882,MX: Centro/MÃ©xico/TecÃ¡mac,0.0,0.0,29513,31213,23
883,MX: Centro/MÃ©xico/TepotzotlÃ¡n,0.0,0.0,29513,31213,23
884,MX: Centro/MÃ©xico/Tlalnepantla de Baz,0.0,0.0,29513,31213,23
885,MX: Centro/MÃ©xico/Toluca,19.288333333333334,-99.65583333333333,42283,21288,11
886,MX: Centro/MÃ©xico/Villa Guerrero,18.889722222222222,-99.64694444444446,2845,2189,184
887,MX: Centro/MÃ©xico/San JosÃ© Del RincÃ³n,19.661944444444444,-100.15305555555557,7025,259,398
888,MX: Centro/Morelos/Jiutepec,18.883055555555558,-99.17527777777778,37930,9079,15
889,MX: Centro/Puebla/Acajete,0.0,0.0,29513,31213,23
890,MX: Centro/MÃ©xico/Chiautla,0.0,0.0,29513,31213,23
891,MX: Centro/Puebla/Oriental,19.2825,-97.56944444444444,5994,4642,25
892,MX: Centro/Puebla/Puebla,19.355,-98.60583333333332,5476,5562,807
893,MX: Centro/Puebla/San AndrÃ©s Cholula,0.0,0.0,29513,31213,23
894,MX: Centro/Puebla/TehuacÃ¡n lo creo,0.0,0.0,29513,31213,23
895,MX: Centro/Puebla/Zacapoaxtla,0.0,0.0,29513,31213,23
896,MX: Centro/Tlaxcala/Tlaxcala,19.307222222222222,-97.82111111111111,20053,10105,12
897,MX: Norte/Nuevo LeÃ³n/El Carmen,0.0,0.0,29513,31213,23
898,MX: Sur/Chiapas/CopainalÃ¡,0.0,0.0,29513,31213,23
899,MX: Sur/Chiapas/Las Margaritas,0.0,0.0,29513,31213,23
900,MX: Sur/Chiapas/San CristÃ³bal de las Casas,0.0,0.0,29513,31213,23
901,MX: Sur/Chiapas/La Trinitaria,0.0,0.0,29513,31213,23
902,MX: Sur/Chiapas/Villaflores,0.0,0.0,29513,31213,23
903,MX: Sur/Guerrero/Alpoyeca,0.0,0.0,29513,31213,23
904,MX: Sur/Guerrero/HuamuxtitlÃ¡n,0.0,0.0,29513,31213,23
905,MX: Sur/Guerrero/Teloloapan,18.284722222222225,-99.8825,42484,4918,669
906,MX: Sur/Oaxaca/Loma Bonita,0.0,0.0,29513,31213,23
907,MX: Sur/Oaxaca/Chiltepec,0.0,0.0,29513,31213,23
908,MX: Sur/Oaxaca/San SebastiÃ¡n Tutla,0.0,0.0,29513,31213,23
909,MX: Sur/Oaxaca/Santo Domingo Tehuantepec,0.0,0.0,29513,31213,23
910,MX: Sur/Quintana Roo/Benito JuÃ¡rez,0.0,0.0,29513,31213,23
911,MX: Sur/Quintana Roo/Puerto Morelos,0.0,0.0,29513,31213,23
912,MX: Sur/Tabasco/Centro,17.942777777777778,-92.87555555555555,551,1118,75
913,MX: Sur/Tabasco/Nacajuca,0.0,0.0,29513,31213,23
914,MX: Sur/Veracruz/Banderilla,0.0,0.0,29513,31213,23
915,MX: Sur/Veracruz/CÃ³rdoba,18.871111111111112,-96.93694444444445,34495,6832,17
916,MX: Sur/Veracruz de Ignacio de la Llave,17.986666666666668,-94.73138888888889,9426,496,16
917,MX: Sur/Veracruz/Mariano Escobedo,0.0,0.0,29513,31213,23
918,MX: Sur/Veracruz/Papantla,0.0,0.0,29513,31213,23
919,MX: Sur/Veracruz/Tampico Alto,0.0,0.0,29513,31213,23
920,MX: Sur/Veracruz/Veracruz,17.986666666666668,-94.73138888888889,9426,496,16
921,MX: Sur/YucatÃ¡n/Acanceh,0.0,0.0,29513,31213,23
922,MX: Sur/YucatÃ¡n/MÃ©rida,20.90694444444444,-89.6211111111111,24276,10711,32
923,MX: Sur/YucatÃ¡n/Valladolid,0.0,0.0,29513,31213,23
924,NI: Managua-Ciudad Sandino,12.15638888888889,-86.35638888888889,18185,8361,28
925,NI: Managua-Managua,12.132777777777779,-86.25027777777778,19148,6620,12
926,NI: Boaco-Boaco,12.5,-85.5,10861,1007,38
927,NI: Carazo-Jinotepe,11.849444444444446,-86.19888888888889,18176,7392,22
928,NI: Chinandega-Chinandega,12.629166666666666,-87.13083333333333,13937,6290,19
929,NI: Chontales-Juigalpa,12.10611111111111,-85.36444444444444,8019,1994,65
930,NI: EstelÃ­-EstelÃ­,13.091666666666667,-86.3536111111111,22880,10485,28
931,NI: Granada-Granada,11.929722222222221,-85.95583333333333,18084,6923,19
932,NI: Jinotega-Jinotega,13.090833333333334,-86.00222222222222,10241,3318,37
933,NI: LeÃ³n-LeÃ³n,12.437777777777779,-86.87777777777777,15852,6534,20
934,NI: Masaya-Masaya,11.974444444444444,-86.09416666666667,17276,7290,21
